id_detalle,id_venta,id_producto,cantidad,precio_unitario
2224,1888,106,1,150600
2225,1889,121,1,12400
2226,1889,126,1,16700
2227,1890,101,1,35100
2228,1891,103,1,133000
2229,1891,152,7,42700
2230,1891,126,1,16700
2231,1892,144,1,43800
2232,1893,121,1,12400
2233,1893,138,2,28200
2234,1894,105,3,163700
2235,1894,122,2,5300
2236,1895,141,2,66200
2237,1895,108,3,31200
2238,1895,129,5,29400
2239,1895,115,1,27800
2240,1896,143,1,30400
2241,1896,141,1,66200
2242,1897,146,1,43020
2243,1897,137,2,14800
2244,1898,156,2,26800
2245,1898,153,6,53400
2246,1898,114,2,17300
2247,1899,114,1,15570
2248,1900,115,3,27800
2249,1900,113,2,74700
2250,1900,156,8,26800
